Date,AssetCode,AssetName,Market,Source,Open,High,Low,Close,Volume,Value
2020-01-01,KRW=X,USD/KRW,FX,yfinance,1154.4000244140625,1154.4000244140625,1145.449951171875,1153.75,0.0,
2020-01-01,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,,,,,,
2020-01-01,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,,,,,,
2020-01-01,^GSPC,S&P 500,US_INDEX,yfinance,,,,,,
2020-01-01,^IXIC,NASDAQ Composite,US_INDEX,yfinance,,,,,,
2020-01-01,^SOX,PHLX Semiconductor Index,US_INDEX,yfinance,,,,,,
2020-01-02,000660,SK Hynix,KR_STOCK,pykrx,96000.0,96200.0,94100.0,94700.0,2342070.0,
2020-01-02,005930,Samsung Electronics,KR_STOCK,pykrx,55500.0,56000.0,55000.0,55200.0,12993228.0,
2020-01-02,042700,Hanmi Semiconductor,KR_STOCK,pykrx,4055.0,4125.0,3970.0,3980.0,366562.0,
2020-01-02,KRW=X,USD/KRW,FX,yfinance,1153.9599609375,1160.18994140625,1145.199951171875,1153.969970703125,0.0,
2020-01-02,SMH,VanEck Semiconductor ETF,US_ETF,yfinance,71.8949966430664,72.47000122070312,71.65499877929688,72.33999633789062,5200400.0,
2020-01-02,SOXX,iShares Semiconductor ETF,US_ETF,yfinance,84.75333404541016,85.43000030517578,84.33333587646484,85.43000030517578,1275300.0,
2020-01-02,^GSPC,S&P 500,US_INDEX,yfinance,3244.669921875,3258.139892578125,3235.530029296875,3257.85009765625,3459930000.0,
2020-01-02,^IXIC,NASDAQ Composite,US_INDEX,yfinance,9039.4599609375,9093.4296875,9010.8896484375,9092.1904296875,2862700000.0,
2020-01-02,^SOX,PHLX Semiconductor Index,US_INDEX,yfinance,1875.3399658203125,1888.1400146484375,1864.9300537109375,1887.9100341796875,0.0,
2020-01-03,000660,SK Hynix,KR_STOCK,pykrx,96500.0,97900.0,94300.0,94500.0,3021380.0,
2020-01-03,005930,Samsung Electronics,KR_STOCK,pykrx,56000.0,56600.0,54900.0,55500.0,15422255.0,
